"date","time","size","version","os","country","ip_id"
"2023-07-23","01:28:20",34900531,"latest","src","HK",1092
"2023-07-23","01:28:16",94632573,"4.3.1","osx","GB",1093
"2023-07-23","01:28:18",82188777,"4.3.1","win","NZ",1094
"2023-07-23","01:28:33",82187887,"4.3.1","win","NZ",1094
"2023-07-23","01:28:49",34900531,"latest","src","US",1095
"2023-07-23","00:04:25",82097725,"4.3.1","win","US",1096
"2023-07-23","00:04:43",82188795,"4.3.1","win","AU",1097
"2023-07-23","00:04:48",82191448,"4.3.1","win",NA,2
"2023-07-23","00:05:11",82189739,"4.3.1","win",NA,2
"2023-07-23","00:05:55",6300515,"4.3.1","win","EC",1098
"2023-07-23","00:05:58",82189463,"4.3.1","win","EC",1098
"2023-07-23","00:06:30",29700295,"4.3.1","win","US",411
"2023-07-23","00:06:26",82615732,"4.2.1","win","US",885
"2023-07-23","00:06:44",82194743,"4.3.1","win","KR",1099
"2023-07-23","00:07:02",82189597,"4.3.1","win","US",1100
"2023-07-23","00:07:27",84380356,"devel","win","US",670
"2023-07-23","00:07:17",50471426,"4.3.1","win","FR",358
"2023-07-23","00:07:41",94637990,"4.3.1","osx","US",1101
"2023-07-23","00:08:00",94631438,"4.3.1","osx","US",1101
"2023-07-23","00:08:11",97058401,"4.3.1","osx","US",1101
"2023-07-23","00:08:55",82194574,"4.3.1","win",NA,2
"2023-07-23","13:09:18",94633461,"release","osx","US",1102
"2023-07-23","13:09:11",94633157,"4.3.1","osx",NA,2
"2023-07-23","13:09:29",82097720,"4.3.1","win","US",1103
"2023-07-23","13:07:44",82097722,"4.3.1","win",NA,2
"2023-07-23","13:08:06",94634909,"4.3.1","osx",NA,2
"2023-07-23","13:09:40",82191532,"4.3.1","win","IN",1104
"2023-07-23","13:09:36",82188914,"4.3.1","win","AU",1105
"2023-07-23","13:09:53",94640401,"4.3.1","osx","DE",1106
"2023-07-23","13:10:21",82189946,"4.3.1","win","IN",1107
"2023-07-23","13:10:21",28822518,"4.3.1","win",NA,2
"2023-07-23","13:10:20",82188534,"4.3.1","win","IN",1108
"2023-07-23","13:10:26",82189714,"4.3.1","win","JP",1109
"2023-07-23","13:10:26",82189957,"4.3.1","win",NA,2
"2023-07-23","13:09:20",82187898,"4.3.1","win","JP",1110
"2023-07-23","13:10:28",82189668,"4.3.1","win","IN",1111
"2023-07-23","13:10:48",82097717,"4.3.1","win","US",1112
"2023-07-23","13:10:33",82188944,"4.3.1","win","IN",1060
"2023-07-23","13:08:40",94631644,"4.3.1","osx",NA,2
"2023-07-23","13:10:53",82097722,"4.3.1","win","CN",1113
"2023-07-23","13:11:26",82188092,"4.3.1","win","IN",1060
"2023-07-23","13:11:27",82187984,"4.3.1","win","IN",1060
"2023-07-23","13:11:51",84383485,"devel","win","DE",1114
"2023-07-23","13:11:51",94633198,"4.3.1","osx",NA,2
"2023-07-23","13:10:43",846893,"devel","win","RU",695
"2023-07-23","13:11:59",92946722,"4.2.3","osx","US",137
"2023-07-23","13:11:54",82194143,"4.3.1","win","PL",1115
"2023-07-23","13:11:59",82194393,"4.3.1","win",NA,2
"2023-07-23","13:12:42",82188110,"4.3.1","win",NA,2
"2023-07-23","13:12:47",82190388,"4.3.1","win",NA,2
"2023-07-23","13:12:56",82190110,"4.3.1","win","CH",1116
"2023-07-23","13:13:12",82188687,"4.3.1","win","PL",1117
"2023-07-23","13:13:32",87709261,"4.0.2","win","US",851
"2023-07-23","13:13:33",94636105,"4.3.1","osx",NA,2
"2023-07-23","13:13:54",34941338,"4.3.1","src","CN",1118
"2023-07-23","13:13:31",3079768,"4.3.1","win","US",1119
"2023-07-23","13:14:01",31525296,"4.3.1","win","CN",1120
"2023-07-23","01:39:18",97053317,"4.3.1","osx","US",322
"2023-07-23","01:39:19",97053353,"4.3.1","osx","US",319
"2023-07-23","01:39:17",97053398,"4.3.1","osx","US",323
"2023-07-23","01:39:23",97053398,"4.3.1","osx","US",324
"2023-07-23","01:39:25",97053372,"4.3.1","osx","US",327
"2023-07-23","01:39:26",97053378,"4.3.1","osx","US",328
"2023-07-23","01:39:32",94633563,"4.3.1","osx","US",333
"2023-07-23","01:39:33",94633465,"4.3.1","osx","US",325
"2023-07-23","01:39:35",94633388,"4.3.1","osx","US",329
"2023-07-23","01:39:32",97053370,"4.3.1","osx","US",326
"2023-07-23","01:39:44",97053542,"4.3.1","osx","US",330
"2023-07-23","01:39:46",97059302,"4.3.1","osx","US",336
"2023-07-23","01:39:41",97053362,"4.3.1","osx","US",332
"2023-07-23","01:39:51",97053372,"4.3.1","osx","US",335
"2023-07-23","01:39:47",94633337,"4.3.1","osx","US",331
"2023-07-23","01:39:45",97053424,"4.3.1","osx","US",334
"2023-07-23","01:39:56",97053469,"4.3.1","osx","US",337
"2023-07-23","01:39:56",97053335,"4.3.1","osx","US",339
"2023-07-23","01:40:01",97053389,"4.3.1","osx","US",341
"2023-07-23","01:39:54",97053442,"4.3.1","osx","US",338
"2023-07-23","01:40:01",97053506,"4.3.1","osx","US",340
"2023-07-23","01:40:12",97053335,"4.3.1","osx","US",342
"2023-07-23","01:40:41",93049480,"4.2.3","osx",NA,2
"2023-07-23","01:40:47",82362104,"4.2.0","win","US",1121
"2023-07-23","01:41:03",82097726,"4.3.1","win",NA,2
"2023-07-23","01:41:08",82190459,"4.3.1","win","CN",1122
"2023-07-23","01:41:37",97053498,"4.3.1","osx","US",350
"2023-07-23","01:39:29",4113163,"4.3.1","win",NA,2
"2023-07-23","01:41:51",97053319,"4.3.1","osx","US",351
"2023-07-23","01:41:51",82190755,"4.3.1","win","GH",1123
"2023-07-23","01:42:09",82195563,"4.3.1","win","CN",1124
"2023-07-23","01:42:13",97054919,"4.3.1","osx","US",1125
"2023-07-23","01:42:31",82189396,"4.3.1","win",NA,2
"2023-07-23","01:40:14",8222962,"4.3.1","win",NA,2
"2023-07-23","01:43:12",82189354,"4.3.1","win","CN",1126
"2023-07-23","01:40:56",82194338,"4.3.1","win",NA,2
"2023-07-23","01:43:31",82189128,"4.3.1","win","JP",1127
"2023-07-23","01:43:56",94633598,"4.3.1","osx","US",355
"2023-07-23","01:44:08",94640367,"4.3.1","osx","US",356
"2023-07-23","15:42:38",82188951,"4.3.1","win","US",1128
"2023-07-23","15:44:24",84383485,"devel","win","US",678
"2023-07-23","15:44:22",82191286,"4.3.1","win","AU",1129
"2023-07-23","15:44:38",82189095,"4.3.1","win","IN",1130
"2023-07-23","15:44:40",11710184,"4.3.1","win","CN",1131
"2023-07-23","15:44:54",97052868,"4.3.1","osx","JP",1132
"2023-07-23","15:45:09",97056106,"4.3.1","osx","US",440
"2023-07-23","15:45:09",82189599,"4.3.1","win","AO",1133
"2023-07-23","15:45:23",82189489,"4.3.1","win","IN",1134
"2023-07-23","15:45:39",82189528,"4.3.1","win","GB",1135
"2023-07-23","15:45:57",3107098,"4.2.3","src","US",1136
"2023-07-23","15:45:57",82187940,"4.3.1","win","AU",1129
"2023-07-23","15:46:22",82188310,"4.3.1","win","GB",1137
"2023-07-23","15:46:57",5101242,"4.3.1","win",NA,2
"2023-07-23","15:47:02",86429685,"3.6.3","win","US",1138
"2023-07-23","15:47:04",94636652,"4.3.1","osx","HK",419
"2023-07-23","15:47:11",82097722,"4.3.1","win","NO",1139
"2023-07-23","15:47:14",94633769,"4.3.1","osx","US",1140
"2023-07-23","15:47:24",94632811,"4.3.1","osx",NA,2
"2023-07-23","15:47:37",82097725,"4.3.1","win",NA,2
"2023-07-23","15:47:47",82188104,"4.3.1","win","TR",1141
"2023-07-23","15:47:59",3582754,"4.2.3","src","US",754
"2023-07-23","15:47:59",90635520,"4.1.3","win","US",1142
"2023-07-23","15:48:07",82097723,"4.3.1","win","IR",1143
"2023-07-23","15:48:08",97053069,"4.3.1","osx","JP",1132
"2023-07-23","15:48:21",82193684,"4.3.1","win","CO",1144
"2023-07-23","15:48:42",4199823,"4.2.2","src","US",34
"2023-07-23","15:48:46",82195162,"4.3.1","win","US",1145
"2023-07-23","09:24:13",82192963,"4.3.1","win","HK",1146
"2023-07-23","09:24:18",82194345,"4.3.1","win","PK",1147
"2023-07-23","09:24:50",82194383,"4.3.1","win","LV",1148
"2023-07-23","09:25:39",82189642,"4.3.1","win",NA,2
"2023-07-23","09:25:35",6344037,"4.3.1","win","AU",1149
"2023-07-23","09:24:12",82189309,"4.3.1","win","ID",1150
"2023-07-23","09:26:01",84383484,"devel","win","US",1151
"2023-07-23","09:26:10",92946725,"4.2.3","osx","US",137
"2023-07-23","09:27:00",82097725,"4.3.1","win","CN",1152
"2023-07-23","09:27:11",84383487,"devel","win","US",1066
"2023-07-23","09:27:04",94632931,"4.3.1","osx","GB",1153
"2023-07-23","09:27:09",92946723,"4.2.3","osx","US",145
"2023-07-23","09:27:23",82190409,"4.3.1","win",NA,2
"2023-07-23","09:27:26",82189665,"4.3.1","win","IN",1154
"2023-07-23","09:27:38",82097717,"4.3.1","win","US",801
"2023-07-23","09:27:53",82188869,"4.3.1","win","NZ",1155
"2023-07-23","09:27:47",82189427,"4.3.1","win","DE",1156
"2023-07-23","09:28:08",787695,"4.3.1","osx","IN",1157
"2023-07-23","09:28:35",19487974,"4.3.1","osx","IN",1157
"2023-07-23","09:28:49",94632321,"4.3.1","osx",NA,2
"2023-07-23","09:28:45",1045861,"4.3.1","win",NA,2
"2023-07-23","09:28:51",94634415,"4.3.1","osx","IN",1157
"2023-07-23","09:28:57",9855353,"4.3.1","win","IN",1158
"2023-07-23","03:49:35",34028722,"4.2.2","src","US",1159
"2023-07-23","03:49:48",82194968,"4.3.1","win","KR",1160
"2023-07-23","03:49:47",34033356,"4.2.2","src","US",1161
"2023-07-23","03:50:08",79837046,"4.2.3","win","DE",1162
"2023-07-23","03:50:07",79837053,"4.2.3","win","US",1163
"2023-07-23","03:50:22",34027022,"4.2.2","src","US",1164
"2023-07-23","03:50:31",92946726,"4.2.3","osx","US",1165
"2023-07-23","03:47:48",82191882,"4.3.1","win","CN",1166
"2023-07-23","03:51:00",82189030,"4.3.1","win","AU",1167
"2023-07-23","03:51:27",4199844,"4.2.2","src","US",1168
"2023-07-23","03:51:28",82193925,"4.3.1","win","AU",1169
"2023-07-23","03:52:03",92946723,"4.2.3","osx","US",1170
"2023-07-23","03:52:26",82187888,"4.3.1","win",NA,2
"2023-07-23","03:52:51",82190353,"4.3.1","win","GT",1171
"2023-07-23","03:53:27",82189394,"4.3.1","win","PE",1172
"2023-07-23","03:53:25",4199508,"4.2.2","src","US",1173
"2023-07-23","03:53:41",84380356,"devel","win","US",1174
"2023-07-23","03:53:48",82189451,"4.3.1","win","EG",1175
"2023-07-23","03:53:58",4199961,"4.2.2","src","US",1176
"2023-07-23","03:54:12",82190345,"4.3.1","win","US",1177
"2023-07-23","16:19:13",97053460,"4.3.1","osx","US",44
"2023-07-23","16:19:58",82188410,"4.3.1","win","AU",1178
"2023-07-23","16:20:30",82362105,"4.2.0","win","US",1179
"2023-07-23","16:20:37",82187932,"4.3.1","win","PK",1180
"2023-07-23","16:20:47",82188977,"4.3.1","win",NA,2
"2023-07-23","16:21:12",94633994,"4.3.1","osx","US",1181
"2023-07-23","16:21:03",10714735,"4.3.1","win",NA,2
"2023-07-23","16:21:06",1106053,"4.2.3","src","US",1182
"2023-07-23","16:21:36",34049186,"4.2.3","src","US",108
"2023-07-23","16:21:51",82188616,"4.3.1","win",NA,2
"2023-07-23","16:22:00",180813,"4.3.1","win","ZA",1183
"2023-07-23","16:22:32",1393047,"4.3.1","win","ZA",1183
"2023-07-23","16:22:26",2814797,"4.3.1","win","ZA",1183
"2023-07-23","16:23:31",393,"4.3.1","win","ZA",1183
"2023-07-23","08:24:32",97053621,"4.3.1","osx","CN",532
"2023-07-23","08:24:49",82188598,"4.3.1","win","IN",1184
"2023-07-23","08:24:54",34941566,"4.3.1","src","US",1185
"2023-07-23","08:25:07",1021565,"4.3.1","win","IN",1060
"2023-07-23","08:25:19",14903224,"4.3.1","osx","US",1186
"2023-07-23","08:25:26",34940331,"4.3.1","src","US",1185
"2023-07-23","08:25:42",82189730,"4.3.1","win",NA,2
"2023-07-23","08:25:59",1069398,"4.3.1","win","DE",1187
"2023-07-23","08:26:21",34939583,"4.3.1","src","US",1185
"2023-07-23","08:26:48",82189226,"4.3.1","win","KR",1188
"2023-07-23","08:26:45",82189828,"4.3.1","win","US",1189
"2023-07-23","08:26:43",82188110,"4.3.1","win","IN",1060
"2023-07-23","08:26:52",82097722,"4.3.1","win",NA,2
"2023-07-23","08:26:56",82193344,"4.3.1","win",NA,2
"2023-07-23","08:25:55",82189040,"4.3.1","win","AU",1190
"2023-07-23","08:27:10",34939752,"4.3.1","src","JP",1191
"2023-07-23","08:27:09",97053400,"4.3.1","osx","US",17
"2023-07-23","08:25:10",97054090,"4.3.1","osx","RO",1192
"2023-07-23","08:27:19",1033572,"4.3.1","win","CN",1193
"2023-07-23","08:27:20",1067248,"4.3.1","win","CN",1193
"2023-07-23","08:27:26",13090838,"4.3.1","win","CN",1193
"2023-07-23","08:27:37",82192181,"4.3.1","win","BE",1194
"2023-07-23","08:25:56",93053607,"4.2.3","osx","RO",1192
"2023-07-23","08:28:11",97053327,"4.3.1","osx","US",20
"2023-07-23","08:28:34",97053398,"4.3.1","osx",NA,2
"2023-07-23","08:28:46",17453078,"4.3.1","win","ID",1195
"2023-07-23","08:28:41",97053199,"4.3.1","osx","BH",1196
"2023-07-23","08:29:09",6298844,"4.3.1","win","CN",1197
"2023-07-23","14:54:20",82097725,"4.3.1","win","US",1198
"2023-07-23","14:54:37",34940574,"4.3.1","src",NA,2
"2023-07-23","14:54:27",89989600,"4.3.1","osx","FR",1199
"2023-07-23","14:54:38",90548876,"4.1.1","osx","US",1200
"2023-07-23","14:54:51",93050354,"4.2.3","osx","FR",1199
"2023-07-23","14:55:03",6298780,"4.3.1","win","JP",1201
"2023-07-23","14:55:05",82189463,"4.3.1","win","TR",1202
"2023-07-23","14:55:13",82189480,"4.3.1","win",NA,2
"2023-07-23","14:55:36",82195679,"4.3.1","win","CZ",1203
"2023-07-23","14:55:33",82190749,"4.3.1","win","CN",1204
"2023-07-23","14:54:21",94632132,"4.3.1","osx",NA,2
"2023-07-23","14:55:42",82097725,"4.3.1","win","US",1198
"2023-07-23","14:55:58",82189319,"4.3.1","win","US",1205
"2023-07-23","14:56:06",1042909,"4.3.1","win","MZ",771
"2023-07-23","14:56:14",2656739,"4.3.1","win","MZ",771
"2023-07-23","14:56:25",97051282,"4.3.1","osx","KR",1206
"2023-07-23","14:56:32",97051202,"4.3.1","osx","KR",1206
"2023-07-23","14:56:31",991257,"4.2.3","src","US",1207
"2023-07-23","14:56:40",82188696,"4.3.1","win","BR",1208
"2023-07-23","14:56:46",100328,"4.3.1","win","MZ",771
"2023-07-23","14:56:51",82190891,"4.3.1","win",NA,2
"2023-07-23","14:56:49",94634614,"4.3.1","osx","KR",1209
"2023-07-23","14:57:14",1039862,"4.3.1","src","DE",1210
"2023-07-23","14:57:18",82189974,"4.3.1","win","KR",1211
"2023-07-23","14:58:00",82189470,"4.3.1","win","KR",1212
"2023-07-23","14:58:07",97057694,"4.3.1","osx",NA,2
"2023-07-23","14:58:04",82193997,"4.3.1","win","CN",1213
"2023-07-23","14:58:21",4199310,"4.2.3","src","US",754
"2023-07-23","14:58:28",16910003,"4.3.1","win","ID",1214
"2023-07-23","14:58:25",82188931,"4.3.1","win","CN",1215
"2023-07-23","14:58:24",10927725,"4.3.1","win","BW",1216
"2023-07-23","20:00:24",82097725,"4.3.1","win","US",1217
"2023-07-23","20:00:34",84383488,"devel","win","US",823
"2023-07-23","20:00:36",82190488,"4.3.1","win","AR",1218
"2023-07-23","20:00:45",92946722,"4.2.3","osx","US",147
"2023-07-23","20:01:05",82097721,"4.3.1","win","DE",1219
"2023-07-23","20:01:11",82188872,"4.3.1","win","JP",1220
"2023-07-23","20:01:13",97053011,"4.3.1","osx","US",1221
"2023-07-23","20:01:52",97052292,"4.3.1","osx",NA,2
"2023-07-23","20:02:45",82190030,"4.3.1","win","BR",1222
"2023-07-23","20:03:04",8076909,"4.3.1","osx","US",1223
"2023-07-23","20:03:06",3936918,"4.3.1","osx","US",1223
"2023-07-23","20:03:06",4740598,"4.3.1","osx","US",1223
"2023-07-23","20:03:06",2887152,"4.3.1","osx","US",1223
"2023-07-23","20:03:07",1558581,"4.3.1","osx","US",1223
"2023-07-23","20:03:19",34049223,"4.2.3","src","US",1224
"2023-07-23","20:03:48",82193287,"4.3.1","win",NA,2
"2023-07-23","10:04:13",97055270,"4.3.1","osx",NA,2
"2023-07-23","10:04:19",82189947,"4.3.1","win","KE",1225
"2023-07-23","10:04:30",90548875,"4.1.1","osx","US",137
"2023-07-23","10:04:44",82097717,"4.3.1","win","US",1226
"2023-07-23","10:05:02",82188697,"4.3.1","win","BD",1227
"2023-07-23","10:05:08",90548875,"4.1.1","osx","US",147
"2023-07-23","10:05:15",82189859,"4.3.1","win","AU",1228
"2023-07-23","10:05:29",94633571,"4.3.1","osx",NA,2
"2023-07-23","10:05:34",82097717,"4.3.1","win","DE",1229
"2023-07-23","10:05:47",90548876,"4.1.1","osx","US",1230
"2023-07-23","10:05:39",82189414,"4.3.1","win","JP",1231
"2023-07-23","10:06:08",88079160,"4.0.2","osx","US",1232
"2023-07-23","10:06:15",82192018,"4.3.1","win",NA,2
"2023-07-23","10:06:19",90548876,"4.1.1","osx","US",240
"2023-07-23","10:06:48",90548875,"4.1.1","osx","US",137
"2023-07-23","10:07:05",82190014,"4.3.1","win",NA,2
"2023-07-23","10:07:16",88079131,"4.0.2","osx","US",109
"2023-07-23","10:07:18",82188344,"4.3.1","win","PK",1233
"2023-07-23","10:07:22",82097725,"4.3.1","win","CN",1234
"2023-07-23","10:07:31",90548875,"4.1.1","osx","US",147
"2023-07-23","10:07:54",82191053,"4.3.1","win","CN",1235
"2023-07-23","10:07:59",90548875,"4.1.1","osx","US",137
"2023-07-23","10:08:13",82189084,"4.3.1","win",NA,2
"2023-07-23","10:08:16",82097725,"4.3.1","win",NA,2
"2023-07-23","10:08:29",82189724,"4.3.1","win","VN",1236
"2023-07-23","10:08:30",94632739,"4.3.1","osx","NZ",1237
"2023-07-23","10:08:46",90548875,"4.1.1","osx","US",147
"2023-07-23","10:08:51",97052559,"4.3.1","osx",NA,2
"2023-07-23","13:34:14",82189164,"4.3.1","win",NA,2
"2023-07-23","13:34:35",9947265,"4.3.1","win",NA,2
"2023-07-23","13:34:33",82193550,"4.3.1","win","IL",1238
"2023-07-23","13:34:41",82097721,"4.3.1","win","US",1239
"2023-07-23","13:34:43",76471936,"4.3.1","win","CN",1240
"2023-07-23","13:35:28",518592,"4.3.1","win","US",119
"2023-07-23","13:35:22",1068477,"4.1.2","osx","US",308
"2023-07-23","13:35:29",82188355,"4.3.1","win","US",905
"2023-07-23","13:35:33",94632258,"4.3.1","osx",NA,2
"2023-07-23","13:35:30",1129531,"4.3.1","win","US",119
"2023-07-23","13:35:51",82097724,"4.3.1","win","CN",1241
"2023-07-23","13:35:54",34939835,"4.3.1","src","CN",1242
"2023-07-23","13:36:00",82189930,"4.3.1","win","CH",1243
"2023-07-23","13:35:57",82190014,"4.3.1","win","PE",1244
"2023-07-23","13:36:04",94634463,"4.3.1","osx","CA",1245
"2023-07-23","13:36:07",82097722,"4.3.1","win","CN",1246
"2023-07-23","13:36:26",97053008,"4.3.1","osx",NA,2
"2023-07-23","13:36:29",82190342,"4.3.1","win","CN",1242
"2023-07-23","13:36:31",94639261,"4.3.1","osx",NA,2
"2023-07-23","13:33:27",1049619,"4.3.1","win","JP",31
"2023-07-23","13:36:50",83692681,"4.3.1patched","win",NA,2
"2023-07-23","13:36:48",82189689,"4.3.1","win","PE",1247
"2023-07-23","13:37:01",82187861,"4.3.1","win","US",1248
"2023-07-23","13:37:07",82194405,"4.3.1","win",NA,2
"2023-07-23","13:37:01",34939638,"4.3.1","src","CN",840
"2023-07-23","13:37:14",4232110,"4.3.1","win","BJ",1249
"2023-07-23","13:37:38",1041509,"4.3.1","win","CN",1250
"2023-07-23","13:37:39",34939585,"4.3.1","src",NA,2
"2023-07-23","13:37:50",82189733,"4.3.1","win","US",1251
"2023-07-23","13:37:58",82192883,"4.3.1","win","IT",1252
"2023-07-23","13:38:07",82189893,"4.3.1","win","AO",1253
"2023-07-23","13:35:31",82188238,"4.3.1","win","JP",31
"2023-07-23","13:38:11",82097722,"4.3.1","win",NA,2
"2023-07-23","13:38:17",94631485,"4.3.1","osx",NA,2
"2023-07-23","13:38:22",82097726,"4.3.1","win","CN",707
"2023-07-23","13:38:23",94637591,"4.3.1","osx","CN",1254
"2023-07-23","13:38:32",94634797,"4.3.1","osx","US",1255
"2023-07-23","13:38:40",94634787,"4.3.1","osx","US",476
"2023-07-23","13:38:40",94636416,"4.3.1","osx","US",477
"2023-07-23","13:38:42",94633457,"4.3.1","osx","US",474
"2023-07-23","13:38:48",94633438,"4.3.1","osx","US",478
"2023-07-23","13:38:53",97054991,"4.3.1","osx","US",480
"2023-07-23","13:38:59",82189588,"4.3.1","win","CN",1256
"2023-07-23","22:12:49",82190020,"4.3.1","win","NZ",1257
"2023-07-23","22:14:58",89550874,"4.1.1","win","US",1066
"2023-07-23","22:14:57",82187915,"4.3.1","win",NA,2
"2023-07-23","22:15:19",82188047,"4.3.1","win","MX",1258
"2023-07-23","22:15:17",82362105,"4.2.0","win","US",393
"2023-07-23","22:15:21",82097720,"4.3.1","win","US",865
"2023-07-23","22:15:41",82097717,"4.3.1","win","US",1259
"2023-07-23","22:16:09",94639183,"4.3.1","osx","KE",1260
"2023-07-23","22:16:28",3221912,"4.2.3","src","US",1261
"2023-07-23","22:16:34",4199823,"4.2.2","src","US",34
"2023-07-23","22:16:59",88582781,"4.0.5","win","US",1066
"2023-07-23","22:17:00",82187977,"4.3.1","win","CO",1262
"2023-07-23","22:17:26",84383490,"devel","win","US",1066
"2023-07-23","22:17:28",37928999,"4.3.1","win","CO",1263
"2023-07-23","22:17:28",94633801,"4.3.1","osx","US",121
"2023-07-23","22:18:02",34939539,"4.3.1","src","US",1264
"2023-07-23","22:18:19",82097722,"4.3.1","win","NO",1265
"2023-07-23","22:18:28",94633046,"4.3.1","osx","US",1264
"2023-07-23","22:18:13",82189875,"4.3.1","win",NA,2
"2023-07-23","22:18:39",82189454,"4.3.1","win","EC",1266
"2023-07-23","22:18:47",82097719,"4.3.1","win","US",509
"2023-07-23","22:18:59",82188991,"4.3.1","win","GB",1267
"2023-07-23","22:19:02",84383488,"devel","win","US",1268
"2023-07-23","22:19:12",82097721,"4.3.1","win","US",1269
"2023-07-23","11:49:09",82189550,"4.3.1","win",NA,2
"2023-07-23","11:49:12",82615738,"4.2.1","win","US",1270
"2023-07-23","11:49:19",4199887,"4.2.2","src","US",108
"2023-07-23","11:49:25",82189704,"4.3.1","win","AU",1271
"2023-07-23","11:49:28",82188965,"4.3.1","win",NA,2
"2023-07-23","11:49:53",94640317,"4.3.1","osx","AU",1272
"2023-07-23","11:50:15",97053262,"4.3.1","osx","TR",1273
"2023-07-23","11:50:25",14521,"4.3.1","osx","US",1274
"2023-07-23","11:50:34",94636733,"4.3.1","osx","US",1274
"2023-07-23","11:50:24",367,"4.3.1","osx","US",1274
"2023-07-23","11:50:35",97055758,"4.3.1","osx",NA,2
"2023-07-23","11:51:02",94633128,"4.3.1","osx","US",1275
"2023-07-23","11:51:11",82189030,"4.3.1","win","IN",1276
"2023-07-23","11:51:28",97052860,"4.3.1","osx","CH",1277
"2023-07-23","11:51:50",82189732,"4.3.1","win","JP",1278
"2023-07-23","11:52:02",82193990,"4.3.1","win","US",1279
"2023-07-23","11:50:48",82188121,"4.3.1","win","PK",1280
"2023-07-23","11:52:30",82187959,"4.3.1","win",NA,2
"2023-07-23","11:52:40",82190947,"4.3.1","win","KR",1281
"2023-07-23","11:52:30",90548872,"4.1.1","osx","US",147
"2023-07-23","11:52:50",34028574,"4.2.2","src","US",34
"2023-07-23","11:52:31",97051202,"4.3.1","osx",NA,2
"2023-07-23","11:52:59",82097722,"4.3.1","win","CN",1282
"2023-07-23","11:52:53",82189541,"4.3.1","win","TT",1283
"2023-07-23","11:53:10",82188328,"4.3.1","win","JP",1284
"2023-07-23","11:53:45",82188010,"4.3.1","win","JP",1285
"2023-07-23","11:53:46",94632317,"4.3.1","osx",NA,2
"2023-07-23","11:53:55",82097720,"4.3.1","win","US",16
"2023-07-23","04:47:17",82097720,"4.3.1","win","US",1151
"2023-07-23","04:49:46",94633633,"4.3.1","osx",NA,2
"2023-07-23","04:50:00",82097721,"4.3.1","win","US",1286
"2023-07-23","04:50:10",82097726,"4.3.1","win","JP",1287
"2023-07-23","04:50:10",82097726,"4.3.1","win",NA,2
"2023-07-23","04:50:35",82189592,"4.3.1","win",NA,2
"2023-07-23","04:50:54",82097725,"4.3.1","win","CN",1288
"2023-07-23","04:51:04",90635522,"4.1.3","win",NA,2
"2023-07-23","04:49:53",82191809,"4.3.1","win","AU",1289
"2023-07-23","04:51:46",82190382,"4.3.1","win","US",1290
"2023-07-23","04:51:53",82188031,"4.3.1","win","US",1291
"2023-07-23","04:50:54",94633195,"4.3.1","osx","AU",1292
"2023-07-23","04:52:02",82190687,"4.3.1","win",NA,2
"2023-07-23","04:52:09",82189751,"4.3.1","win","IN",1293
"2023-07-23","04:52:20",84383488,"devel","win","US",851
"2023-07-23","04:52:24",84383488,"devel","win","US",1294
"2023-07-23","04:52:22",84383466,"devel","win","US",1295
"2023-07-23","04:52:34",92946726,"4.2.3","osx","US",137
"2023-07-23","04:52:29",84383488,"devel","win","US",1296
"2023-07-23","04:52:27",84383488,"devel","win","US",1297
"2023-07-23","04:52:35",92946726,"4.2.3","osx","US",142
"2023-07-23","04:52:30",84383466,"devel","win","US",1298
"2023-07-23","04:52:36",84383466,"devel","win","US",753
"2023-07-23","04:52:36",92946726,"4.2.3","osx","US",145
"2023-07-23","04:52:31",84383488,"devel","win","US",1299
"2023-07-23","04:52:42",84383488,"devel","win","US",1300
"2023-07-23","04:52:39",84383466,"devel","win","US",881
"2023-07-23","04:52:43",84383488,"devel","win","US",879
"2023-07-23","04:52:43",84383488,"devel","win","US",168
"2023-07-23","04:52:39",92946726,"4.2.3","osx","US",137
"2023-07-23","04:52:41",84383488,"devel","win","US",1301
"2023-07-23","04:52:39",92946726,"4.2.3","osx","US",137
"2023-07-23","04:52:46",84383488,"devel","win","US",1302
"2023-07-23","04:52:43",92946726,"4.2.3","osx","US",109
"2023-07-23","04:52:40",92946726,"4.2.3","osx","US",142
"2023-07-23","04:52:37",92946726,"4.2.3","osx","US",137
"2023-07-23","04:52:52",84383488,"devel","win","US",1303
"2023-07-23","04:52:55",84383488,"devel","win","US",1304
"2023-07-23","04:52:40",92946726,"4.2.3","osx","US",147
"2023-07-23","04:52:47",92946726,"4.2.3","osx","US",142
"2023-07-23","04:52:48",92946726,"4.2.3","osx","US",142
"2023-07-23","04:52:43",92946726,"4.2.3","osx","US",137
"2023-07-23","04:52:46",84383488,"devel","win","US",1305
"2023-07-23","04:52:46",84383466,"devel","win","US",1306
"2023-07-23","04:52:46",84383466,"devel","win","US",436
"2023-07-23","04:52:57",84383488,"devel","win","US",1307
"2023-07-23","04:52:56",84383466,"devel","win","US",369
"2023-07-23","04:52:46",84383466,"devel","win","US",1308
"2023-07-23","04:52:53",92946726,"4.2.3","osx","US",137
"2023-07-23","04:52:51",84383488,"devel","win","HK",1044
"2023-07-23","04:52:49",92946726,"4.2.3","osx","US",142
"2023-07-23","04:52:52",92946726,"4.2.3","osx","US",137
"2023-07-23","04:52:53",92946726,"4.2.3","osx","US",137
"2023-07-23","04:52:56",92946726,"4.2.3","osx","US",145
